O,N,B,S,P,SSA,PV,Mic,Dap,ID/IG,Elyte,CC,AML,PW,CD,Cs
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,0.327683616,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,1.0,123.8
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,0.327683616,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,2.0,116.1
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,0.327683616,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,5.0,106.5
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,0.327683616,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,10.0,101.1
6.2,1.6,0.0,0.0,0.0,2691.29,1.77,0.327683616,2.630708694,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,20.0,96.7
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,0.692307692,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,89.33333333
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,0.692307692,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,80.44444444
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,0.692307692,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,76.44444444
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,0.692307692,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,71.11111111
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,0.692307692,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,65.77777778
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,0.692307692,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,58.22222222
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,0.692307692,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,44.88888889
8.2,0.0,0.0,0.0,0.0,1500.0,0.78,0.692307692,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,18.22222222
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,0.709677419,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,81.77777778
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,0.709677419,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,76.0
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,0.709677419,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,67.11111111
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,0.709677419,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,62.22222222
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,0.709677419,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,56.44444444
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,0.709677419,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,50.66666667
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,0.709677419,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,40.88888889
6.3,0.0,0.0,0.0,0.0,1886.0,0.93,0.709677419,1.97242842,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,28.44444444
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,0.636363636,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,136.8888889
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,0.636363636,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,113.3333333
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,0.636363636,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,102.2222222
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,0.636363636,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,92.44444444
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,0.636363636,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,85.77777778
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,0.636363636,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,79.11111111
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,0.636363636,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,72.0
6.8,0.0,0.0,0.0,0.0,1410.0,0.77,0.636363636,2.184397163,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,61.77777778
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,0.716049383,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,73.33333333
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,0.716049383,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,64.44444444
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,0.716049383,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,59.11111111
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,0.716049383,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,54.66666667
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,0.716049383,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,51.55555556
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,0.716049383,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,45.33333333
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,0.716049383,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,41.77777778
4.3,0.0,0.0,0.0,0.0,1655.0,0.81,0.716049383,1.957703927,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,31.55555556
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,0.5,194.0
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,1.0,172.0
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,2.0,152.0
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,4.0,138.0
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,6.0,129.0
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,8.0,123.0
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,10.0,119.0
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,15.0,113.0
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,20.0,108.0
11.54,0.0,0.0,0.47,0.0,2813.0,1.82,0.472527473,2.587984358,1.01,2M ZnSO4,carbon cloth,1.5,1.6,30.0,102.0
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,0.715063521,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,127.5
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,0.715063521,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,117.1
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,0.715063521,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,106.8
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,0.715063521,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,87.8
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,0.715063521,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,67.9
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,0.715063521,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,42.4
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,0.715063521,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,23.9
6.15,13.57,0.0,0.0,0.0,1274.8,0.551,0.715063521,1.728898651,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,17.4
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,0.29390681,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,194.4
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,0.29390681,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,178.5
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,0.29390681,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,165.5
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,0.29390681,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,147.4
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,0.29390681,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,131.8
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,0.29390681,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,113.7
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,0.29390681,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,102.5
6.82,2.11,0.0,0.0,0.0,3407.6,1.953,0.29390681,2.292522597,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,77.9
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,0.266537904,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,199.1
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,0.266537904,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,183.0
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,0.266537904,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,172.4
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,0.266537904,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,159.6
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,0.266537904,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,150.3
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,0.266537904,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,139.9
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,0.266537904,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,130.1
7.48,2.67,0.0,0.0,0.0,3553.1,2.071,0.266537904,2.331485182,2.79,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,118.8
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,0.159951652,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,169.3
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,0.159951652,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,155.4
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,0.159951652,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,144.7
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,0.159951652,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,134.0
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,0.159951652,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,125.7
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,0.159951652,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,118.9
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,0.159951652,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,114.5
6.93,1.98,0.0,0.0,0.0,3415.3,2.482,0.159951652,2.906918865,2.82,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,105.9
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,0.88172043,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,0.1,74.0
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,0.88172043,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,0.5,60.4
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,0.88172043,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,1.0,53.6
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,0.88172043,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,2.0,43.4
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,0.88172043,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,5.0,37.7
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,0.88172043,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,10.0,28.2
10.58,1.47,0.0,0.0,0.0,2290.0,0.93,0.88172043,1.624454148,0.9567,2M ZnSO4,carbon cloth,1.5,1.6,20.0,14.7
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,0.517647059,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,0.1,117.1
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,0.517647059,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,0.5,93.5
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,0.517647059,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,1.0,81.4
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,0.517647059,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,2.0,67.0
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,0.517647059,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,5.0,58.7
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,0.517647059,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,10.0,49.5
14.26,1.82,0.0,0.0,0.0,3166.0,1.7,0.517647059,2.147820594,1.044,2M ZnSO4,carbon cloth,1.5,1.6,20.0,45.8
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,0.694805195,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,0.1,142.2
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,0.694805195,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,0.5,113.3
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,0.694805195,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,1.0,99.4
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,0.694805195,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,2.0,85.8
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,0.694805195,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,5.0,79.7
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,0.694805195,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,10.0,72.2
14.02,1.93,0.0,0.0,0.0,3292.0,1.54,0.694805195,1.871202916,1.048,2M ZnSO4,carbon cloth,1.5,1.6,20.0,66.1
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,0.777070064,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,0.1,166.8
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,0.777070064,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,0.5,141.4
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,0.777070064,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,1.0,132.0
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,0.777070064,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,2.0,116.5
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,0.777070064,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,5.0,108.8
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,0.777070064,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,10.0,98.9
18.75,2.74,0.0,0.0,0.0,3518.0,1.57,0.777070064,1.785105173,1.102,2M ZnSO4,carbon cloth,1.5,1.6,20.0,86.9
